Cod_setor,Cod_Grandes Regiões,Nome_Grande_Regiao,Cod_UF,Nome_da_UF,Cod_meso,Nome_da_meso,Cod_micro,Nome_da_micro,Cod_RM,Nome_da_RM,Cod_municipio,Nome_do_municipio,Cod_distrito,Nome_do_distrito,Cod_subdistrito,Nome_do_subdistrito,Cod_bairro,Nome_do_bairro,Situacao_setor,Tipo_setor,V001,V002,V003,V004,V005,V006,V007,V008,V009,V010,V011,V012,X34,V062,V063,V064,V065,V066,V067,V068,V069,V070,V071,V072,V073,V074,V075,V076,V077,V078,V079,V080,V081,V082,V083,V084,V085,V086,V087,V088,V089,V090,V091,V092,V093,V094,V095,V096,V097,V098,V099,Mulheres,Homens,Responsavel
251370305000103,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),8,0,13,43,3.31,2.23,509.23,109507.69,601.82,70116.36,252.65,105723.08,572.67,52849.52,NA,0,4,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,10,Homens
251370305000104,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),8,0,25,102,4.08,4.91,581.2,135752.67,605.42,126356.34,272.78,149302.36,578.83,139422,NA,7,2,4,3,0,4,0,0,0,0,0,0,0,7,1,1,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,7,29,Homens
251370305000105,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,191,612,3.2,3.34,349.18,50591.58,381.11,43006.74,202.08,51791.61,332.58,41801.08,NA,20,36,20,13,7,6,41,3,0,1,0,0,0,17,18,10,2,1,0,10,11,10,6,6,4,1,7,3,0,0,0,0,3,0,0,0,0,0,61,195,Homens
251370305000106,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,261,888,3.4,2.03,690.94,431974.97,819.7,406815.08,375.71,285337.23,708.67,302294.55,NA,41,62,54,16,7,7,6,1,0,0,0,0,0,40,26,12,1,0,0,16,17,15,9,4,0,7,11,4,4,0,1,0,5,2,2,0,0,0,97,273,Homens
251370305000107,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,202,724,3.58,2.76,834.5,749573.88,916.14,748104.23,460.91,494001.38,739.12,586799.23,NA,22,44,43,19,7,5,6,0,1,0,0,0,0,22,16,9,3,1,0,14,16,13,2,2,4,5,12,2,2,0,1,0,2,2,0,0,0,0,77,198,Homens
251370305000108,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,220,726,3.3,2.02,640.16,477861.48,838.31,459554.43,390.06,333920.01,753.02,371434.99,NA,11,38,33,13,9,0,8,1,0,1,0,0,0,10,19,11,4,1,0,33,23,19,12,5,2,14,22,9,1,2,0,0,11,1,1,0,0,0,155,159,Homens
251370305000109,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,116,397,3.42,2.42,824.66,447429.85,861.8,435463.51,464.05,317391.37,713,310131.41,NA,12,25,17,3,2,2,5,2,0,1,0,0,0,10,12,3,0,0,0,11,8,14,8,1,4,4,10,1,3,1,1,0,1,3,0,0,0,0,70,94,Homens
251370305000110,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,177,615,3.47,2.19,852.87,848389.95,914.9,853373.01,482.9,545808.19,836.09,650046.47,NA,20,29,35,6,7,4,3,0,0,0,0,0,0,20,11,11,2,1,1,16,21,11,9,6,2,8,9,11,1,1,0,0,7,1,0,0,0,0,103,150,Homens
251370305000111,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,214,762,3.56,2.83,545.91,119173.17,578.34,107439.17,323.53,124686.68,477.73,110414.44,NA,26,46,36,18,6,6,10,2,0,0,0,0,0,24,26,13,2,0,0,13,13,11,9,7,5,8,10,5,3,0,0,0,3,1,0,2,0,0,90,215,Homens
251370305000112,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,166,617,3.72,2.4,693.93,314613.42,778.33,287001.57,436.9,254411.21,689.64,227207.47,NA,14,12,23,11,7,5,1,2,0,1,0,0,0,12,4,3,3,1,0,19,24,18,17,5,3,7,12,8,1,2,1,0,7,1,2,0,0,0,127,99,Mulheres
251370305000113,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,260,960,3.69,2.52,452.84,181454.71,585.77,156732.24,345.5,195333.71,566.77,195021,NA,16,25,22,13,6,6,10,0,0,0,0,0,0,16,12,3,4,1,0,20,53,41,26,11,5,6,18,28,18,0,1,0,2,3,0,0,0,0,232,134,Mulheres
251370305000114,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,178,619,3.48,2.84,320.12,110149.61,441.71,98186.44,269.97,93122.26,444.09,75799.32,NA,9,11,8,5,0,1,10,2,1,0,0,0,0,7,5,2,1,0,0,25,42,33,11,10,8,5,20,21,10,2,1,0,5,4,0,0,0,0,197,62,Mulheres
251370305000115,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,162,568,3.51,2.8,591.1,721609.34,679.14,769634.12,331.78,345555.96,608.92,465913.88,NA,23,29,32,13,5,5,9,0,0,1,0,0,0,23,14,5,3,0,0,11,16,9,6,2,1,1,10,7,1,2,0,0,1,1,1,0,0,0,69,162,Homens
251370305000116,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,145,511,3.52,3.07,662.64,1378294.98,768.66,1518447.63,358.03,660495.29,672.56,1030933.36,NA,18,27,26,15,4,3,10,2,0,0,0,0,0,16,10,9,4,0,0,8,12,4,7,4,3,4,7,5,0,1,0,0,1,1,0,0,0,0,57,144,Homens
251370305000117,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,228,819,3.59,2.22,777.14,474023.41,827.99,462886.41,462.63,321528.25,712.37,317181.85,NA,28,28,49,12,6,7,5,1,0,0,0,0,0,27,15,7,3,0,1,20,25,19,15,6,3,5,13,8,1,2,0,0,7,4,1,0,0,0,129,189,Homens
251370305000118,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,282,972,3.45,3.34,355.94,82188.49,418.23,70471.39,214.25,71669.62,380.23,64062.96,NA,24,31,30,20,10,8,19,5,1,0,0,0,0,19,14,5,1,3,0,39,36,19,17,6,9,14,33,12,5,2,0,0,6,3,1,0,0,0,202,190,Mulheres
251370305000119,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,167,582,3.49,2.47,567.85,295503.38,697.29,272436.83,306.67,216446.07,617.14,244082.71,NA,25,32,36,14,3,2,6,2,0,0,0,0,0,23,14,11,1,0,0,11,12,7,4,2,8,5,9,2,2,0,0,0,2,3,2,0,0,0,69,169,Homens
251370305000120,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,179,661,3.69,3.75,412.61,149765.88,516.48,133708,227.23,104355.13,457.18,104834,NA,27,29,26,16,6,3,9,2,0,0,0,0,0,25,16,4,0,1,0,9,17,9,7,7,9,5,8,9,2,0,0,0,1,3,2,0,0,0,88,164,Homens
251370305000121,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,288,978,3.4,2.04,834.18,5807520.08,924.01,6352031.52,449.63,2271955.96,785.16,3707012.95,NA,46,51,56,23,16,3,11,3,1,0,0,0,0,43,26,17,3,2,0,22,20,18,6,6,2,8,14,8,4,1,1,0,8,6,1,0,0,0,125,301,Homens
251370305000122,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,190,679,3.57,3.46,466.48,237759.12,571.82,231171.49,252.78,139610.31,489.37,154549.57,NA,15,31,32,13,6,6,8,0,1,0,0,0,0,15,10,8,3,0,1,22,22,13,7,5,4,6,18,8,2,0,1,0,4,8,2,1,0,0,123,149,Homens
251370305000123,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,254,965,3.8,3.24,416.42,59595.11,450.09,49215.61,222.27,65571.68,363.76,55822.08,NA,25,33,43,33,8,13,12,2,1,0,0,0,0,23,10,12,2,0,0,17,23,9,11,10,7,10,9,8,1,0,1,0,8,4,1,1,0,0,120,217,Homens
251370305000124,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,169,639,3.78,3.79,503.82,175477.74,599.62,151230.56,295.42,130513.62,530.02,109745.41,NA,12,35,22,11,3,6,8,0,0,0,0,0,0,12,13,8,1,0,1,9,16,18,7,6,9,7,7,3,3,1,0,0,2,3,1,0,1,0,93,132,Homens
251370305000125,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,191,687,3.6,2.53,480.46,184665.36,588.26,162543.38,298.11,119162.65,532.24,88058.08,NA,19,35,39,18,7,4,6,0,0,0,0,0,0,19,16,6,1,0,0,16,17,10,4,4,6,6,9,9,0,0,0,0,7,0,0,0,0,0,88,170,Homens
251370305000126,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,366,1454,3.97,3.75,462.84,137540.77,546.45,116631.61,227.37,100208.47,457.52,96338.05,NA,45,56,68,55,17,28,18,4,2,0,0,0,0,41,28,16,4,0,0,10,22,20,9,8,4,6,8,6,3,1,1,0,2,5,3,0,0,0,108,382,Homens
251370305000127,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,174,599,3.44,2.5,474.64,91674,539.78,68943.14,304.67,102753.49,506.1,68631.02,NA,15,32,31,11,3,3,6,2,0,1,0,0,0,13,13,7,3,0,0,18,19,12,8,3,5,8,15,8,0,0,0,0,3,4,0,0,0,0,103,140,Homens
251370305000128,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,203,720,3.55,1.89,461.53,191733.7,612.36,161835.73,262.56,131568.56,547.07,118447.28,NA,16,39,36,10,3,4,5,0,0,0,0,0,0,16,19,8,1,0,0,18,30,18,14,5,3,2,14,14,2,3,0,0,4,4,3,1,0,0,135,157,Homens
251370305000129,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,307,1061,3.46,2.09,622.31,210423.29,692.21,185584.08,372.65,181872.97,618.75,149649.02,NA,28,68,64,30,9,8,12,1,1,0,0,0,0,27,32,16,3,0,0,31,20,13,7,4,4,9,19,9,1,1,1,0,12,0,2,0,0,0,133,299,Homens
251370305000130,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,293,1010,3.45,1.93,702.23,420946.03,782.33,406241.02,386.92,302925.87,682.8,332606.48,NA,28,45,60,32,9,3,13,2,0,0,0,0,0,26,19,13,2,0,1,27,31,17,12,2,5,9,18,16,5,1,0,0,9,3,1,1,0,0,157,253,Homens
251370305000131,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,358,1208,3.37,1.88,669.54,923500.57,793.7,996446.4,408.37,485784.03,705.61,629887.52,NA,35,72,65,25,10,3,8,2,1,1,0,0,0,33,35,9,2,0,0,40,39,27,13,4,5,12,29,16,2,1,0,0,11,7,1,2,0,0,209,301,Homens
251370305000132,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,212,759,3.58,3.14,503.76,184149.94,577.29,168497.83,267.19,125493.65,494.74,119772.81,NA,27,40,44,21,7,5,7,4,2,0,0,0,0,23,20,13,0,0,0,10,18,10,10,3,2,8,5,7,4,1,0,0,5,0,1,0,0,0,84,213,Homens
251370305000133,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,206,758,3.68,3.1,566.35,547538.57,651.78,574600.04,317.85,926088.92,647.25,1675071.05,NA,22,42,30,23,8,6,15,1,1,0,0,0,0,21,20,6,3,0,0,9,10,14,7,4,10,6,6,0,3,0,0,0,3,1,1,0,0,0,74,198,Homens
251370305000134,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,1,167,612,3.66,3.66,276.81,59453.81,372.81,44161.07,164.71,50325.98,325.17,47162.23,NA,18,18,21,14,7,6,15,2,2,0,0,0,0,16,7,8,3,0,1,13,19,12,7,4,9,4,8,3,2,1,0,0,5,3,0,0,0,0,90,138,Homens
251370305000135,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,135,473,3.5,2.24,545.02,201392.13,645.42,173446.02,341.88,164222.56,593.21,135728.58,NA,10,16,20,11,4,3,4,1,0,0,0,0,0,9,9,4,3,0,0,24,14,11,9,4,2,3,15,5,1,2,0,0,9,3,2,1,0,0,105,94,Mulheres
251370305000136,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,153,506,3.31,3,862.72,1126451.89,949.61,1157617.51,497.39,594649.98,782.1,712771.98,NA,22,18,18,8,5,1,8,1,0,0,0,0,0,21,10,7,3,0,0,16,26,14,2,2,7,6,9,7,0,0,0,0,7,6,0,0,0,0,102,122,Homens
251370305000137,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,247,869,3.52,2.82,627.26,221561.7,667.81,208748.34,335.94,175917.54,538.99,172796.98,NA,37,56,44,23,7,11,11,1,0,0,0,0,0,36,25,8,1,2,0,14,17,12,5,2,3,5,11,7,2,0,0,0,3,1,1,0,0,0,83,262,Homens
251370305000138,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,165,565,3.42,2.05,490.08,107736.69,577.59,76202.65,354.51,129798.53,535.03,99216.64,NA,11,26,13,10,4,2,2,1,0,0,0,0,0,10,13,4,0,0,0,21,30,26,6,2,5,7,15,8,4,1,0,1,6,2,0,0,0,0,134,96,Mulheres
251370305000139,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,223,709,3.18,2.45,781.53,655857.48,846.03,655414.43,431.69,374462.54,710.88,418287.37,NA,35,40,30,15,7,5,16,0,3,0,0,0,0,35,19,9,1,1,0,18,18,19,3,3,2,12,12,5,3,1,0,0,6,4,1,0,1,0,108,216,Homens
251370305000140,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,146,533,3.65,3.8,493.52,143360.98,571.86,121143.02,264.29,115125.73,525.05,91699.25,NA,13,24,18,15,4,4,4,1,0,0,1,0,0,12,17,6,0,0,0,11,13,17,5,4,4,10,10,7,4,0,0,0,1,2,1,0,1,0,90,119,Homens
251370305000141,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),1,0,164,598,3.65,2.87,552.98,235617.32,596.64,228122.27,300.88,159649.5,537.35,158050.22,NA,15,18,19,6,7,8,7,1,1,0,0,0,0,14,6,6,2,0,1,17,17,21,11,8,3,7,11,7,2,1,0,0,6,2,1,0,1,0,115,111,Mulheres
251370305000142,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,187,656,3.51,2.29,433.07,57904.86,482.05,40741.69,243.9,71319.17,456.81,36200.98,NA,13,38,37,18,13,4,15,1,1,0,0,0,0,12,19,8,1,1,0,14,16,9,4,2,1,3,9,6,3,0,0,0,5,0,0,0,0,0,72,181,Homens
251370305000143,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,138,499,3.62,3.61,402.01,88535.55,474.17,70054.09,228.26,80732.03,441.37,61955.1,NA,13,19,21,11,7,5,11,0,0,0,0,0,0,13,6,7,0,0,0,11,6,11,10,5,1,7,7,4,3,0,0,0,4,0,0,0,0,0,69,113,Homens
251370305000144,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,150,529,3.53,3.78,334.08,39291.63,376.78,28140.7,173.01,42657.73,306.88,34546.69,NA,22,29,25,10,11,7,15,3,1,0,0,0,0,19,16,2,0,1,0,4,7,4,9,0,1,6,3,3,0,1,0,0,1,3,0,0,0,0,42,161,Homens
251370305000145,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370305,SANTA RITA,25137030500,SANTA RITA,2513703000,SANTA RITA (todos os setores),5,0,132,477,3.61,3.83,245.05,57015.95,409.44,27583.15,134.27,43046.65,373.08,30416.19,NA,18,15,20,14,5,7,9,1,0,0,0,0,0,17,3,4,1,0,0,7,8,8,8,1,3,9,5,1,3,1,0,0,2,1,0,0,0,0,57,114,Homens
251370310000001,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),1,0,266,859,3.23,2.05,475.43,194682.53,531.37,187836.6,259.44,139205.35,476.63,152256.76,NA,37,50,41,21,11,0,18,3,0,0,0,0,0,34,25,9,1,1,0,30,20,18,7,4,3,6,23,8,3,1,0,0,7,3,3,0,0,0,136,251,Homens
251370310000002,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),1,0,337,1205,3.58,3.35,417.99,92476.22,480.75,76131.14,227.2,81421.83,416.17,70476.42,NA,50,53,55,40,21,11,32,4,3,0,0,0,0,46,23,10,2,2,0,16,18,12,10,6,6,7,11,7,2,1,0,0,5,3,0,0,0,0,104,352,Homens
251370310000003,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,76,288,3.79,3.34,329.8,48675.63,368.6,39972.27,203.38,74866.54,373.4,73959.69,NA,12,9,14,5,4,4,3,0,0,0,0,0,0,12,4,0,0,1,0,5,5,7,4,1,2,1,5,3,0,1,0,0,0,0,0,0,0,0,34,68,Homens
251370310000004,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,101,362,3.58,3.25,576.79,720800.01,896.25,835466.94,292.12,334951.35,706.51,518764.03,NA,10,14,19,11,3,6,6,0,0,0,0,0,0,10,6,4,2,0,0,8,5,8,2,2,1,6,6,3,2,0,0,0,2,0,0,0,0,0,45,91,Homens
251370310000005,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),5,0,141,470,3.33,3.27,331.39,76943.13,445.01,52529.37,205.98,76431.46,450.02,57056.79,NA,18,19,17,4,9,4,15,6,0,0,0,0,0,12,7,3,2,0,0,13,10,12,6,2,5,7,12,7,2,1,0,0,1,1,0,0,0,0,79,116,Homens
251370310000006,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,28,86,3.07,3.03,328.21,65370.17,417.73,44874.78,246.42,67009.68,385.7,50813.33,NA,1,1,3,4,1,0,7,0,0,0,0,0,0,1,1,0,0,0,0,3,3,1,2,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,14,19,Homens
251370310000007,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,54,206,3.81,4.19,368.2,151239.9,423.04,150551.17,247.75,255004.05,418.07,360206.51,NA,5,6,7,11,3,5,5,0,0,0,0,0,0,5,4,0,0,0,0,4,4,1,0,1,0,2,4,3,0,0,0,0,0,0,0,0,0,0,19,51,Homens
251370310000008,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,95,365,3.84,5.26,345.81,73120.41,443.95,49991.42,199.68,64301.02,393.57,50326.3,NA,8,23,14,12,3,8,10,1,0,0,0,0,0,7,6,4,0,0,0,2,4,6,2,0,1,2,2,2,0,0,0,0,0,0,0,0,0,0,21,96,Homens
251370310000009,2,Região Nordeste,25,Paraiba,2504,Mata Paraibana,25022,João Pessoa,10,RM João Pessoa,2513703,SANTA RITA,251370310,NOSSA SENHORA DO LIVRAMENTO,25137031000,NOSSA SENHORA DO LIVRAMENTO,2513703000,SANTA RITA (todos os setores),8,0,79,337,4.27,3.17,764.38,402522.75,805.15,391013.83,321.75,237881.59,612.22,275061.56,NA,8,17,22,8,9,7,1,0,0,0,0,0,0,8,9,8,2,0,0,2,0,1,3,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10,99,Homens
